Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Player_links,BBrefID
Truck Robinson,1975,1985,F-C,6-7,225.0,"October 4, 1951",Tennessee State,https://www.basketball-reference.com/players/r/robintr01.html,robintr01
Wayne Robinson,1981,1981,F,6-8,217.0,"April 19, 1958",Virginia Tech,https://www.basketball-reference.com/players/r/robinwa01.html,robinwa01
Wilbert Robinson,1974,1974,G,6-2,175.0,"December 25, 1949",West Virginia,https://www.basketball-reference.com/players/r/robinwi01.html,robinwi01
Bill Robinzine,1976,1982,F,6-7,230.0,"January 20, 1953",DePaul,https://www.basketball-reference.com/players/r/robinbi01.html,robinbi01
Dave Robisch,1972,1984,C-F,6-10,235.0,"December 22, 1949",Kansas,https://www.basketball-reference.com/players/r/robisda01.html,robisda01
Isaiah Roby,2020,2020,F,6-8,230.0,"February 3, 1998",Nebraska,https://www.basketball-reference.com/players/r/robyis01.html,robyis01
Red Rocha,1948,1957,C-F,6-9,185.0,"September 18, 1923",Oregon State,https://www.basketball-reference.com/players/r/rochare01.html,rochare01
John Roche,1972,1982,G,6-3,170.0,"September 26, 1949",South Carolina,https://www.basketball-reference.com/players/r/rochejo01.html,rochejo01
Gene Rock,1948,1948,G,5-9,155.0,"November 4, 1921",USC,https://www.basketball-reference.com/players/r/rockge01.html,rockge01
Jack Rocker,1948,1948,C-F,6-5,185.0,"August 12, 1922",California,https://www.basketball-reference.com/players/r/rockeja01.html,rockeja01
Guy Rodgers*,1959,1970,G,6-0,185.0,"September 1, 1935",Temple,https://www.basketball-reference.com/players/r/rodgegu01.html,rodgegu01
Dennis Rodman*,1987,2000,F,6-7,210.0,"May 13, 1961",Southeastern Oklahoma State University,https://www.basketball-reference.com/players/r/rodmade01.html,rodmade01
Sergio Rodríguez,2007,2017,G,6-3,176.0,"June 12, 1986",,https://www.basketball-reference.com/players/r/rodrise01.html,rodrise01
Lou Roe,1996,1997,F,6-7,220.0,"July 14, 1972",UMass,https://www.basketball-reference.com/players/r/roelo01.html,roelo01
Carlos Rogers,1995,2002,C-F,6-11,220.0,"February 6, 1971","Little Rock, Tennessee State",https://www.basketball-reference.com/players/r/rogerca01.html,rogerca01
Harry Rogers,1976,1976,F,6-7,195.0,"December 31, 1950",Saint Louis,https://www.basketball-reference.com/players/r/rogerha01.html,rogerha01
Johnny Rogers,1987,1988,F-C,6-10,225.0,"December 30, 1963","Stanford, University of California, Irvine",https://www.basketball-reference.com/players/r/rogerjo01.html,rogerjo01
Marshall Rogers,1977,1977,G,6-1,190.0,"August 27, 1953",University of Texas-Pan American,https://www.basketball-reference.com/players/r/rogerma01.html,rogerma01
Rodney Rogers,1994,2005,F,6-7,235.0,"June 20, 1971",Wake Forest,https://www.basketball-reference.com/players/r/rogerro01.html,rogerro01
Roy Rogers,1997,2000,F,6-10,235.0,"August 19, 1973",Alabama,https://www.basketball-reference.com/players/r/rogerro02.html,rogerro02
Willie Rogers,1969,1969,G-F,6-3,185.0,"September 11, 1945",Oklahoma,https://www.basketball-reference.com/players/r/rogerwi01.html,rogerwi01
Al Roges,1954,1955,G-F,6-4,195.0,"October 25, 1930",Long Island University,https://www.basketball-reference.com/players/r/rogesal01.html,rogesal01
Ken Rohloff,1964,1964,G,6-0,195.0,"April 18, 1939",NC State,https://www.basketball-reference.com/players/r/rohloke01.html,rohloke01
Kenny Rollins,1949,1953,G,6-0,168.0,"September 14, 1923",Kentucky,https://www.basketball-reference.com/players/r/rollike01.html,rollike01
Phil Rollins,1959,1961,G,6-2,185.0,"January 19, 1934",Louisville,https://www.basketball-reference.com/players/r/rolliph01.html,rolliph01
Tree Rollins,1978,1995,C,7-1,235.0,"June 16, 1955",Clemson,https://www.basketball-reference.com/players/r/rollitr01.html,rollitr01
Lorenzo Romar,1981,1985,G,6-1,175.0,"November 13, 1958",Washington,https://www.basketball-reference.com/players/r/romarlo01.html,romarlo01
Rajon Rondo,2007,2020,G,6-1,180.0,"February 22, 1986",Kentucky,https://www.basketball-reference.com/players/r/rondora01.html,rondora01
Jerry Rook,1970,1970,F,6-5,219.0,"October 27, 1943",Arkansas State University,https://www.basketball-reference.com/players/r/rookje01.html,rookje01
Sean Rooks,1993,2004,C,6-10,250.0,"September 9, 1969",Arizona,https://www.basketball-reference.com/players/r/rooksse01.html,rooksse01
Derrick Rose,2009,2020,G,6-2,200.0,"October 4, 1988",Memphis,https://www.basketball-reference.com/players/r/rosede01.html,rosede01
Jalen Rose,1995,2007,G-F,6-8,210.0,"January 30, 1973",Michigan,https://www.basketball-reference.com/players/r/roseja01.html,roseja01
Malik Rose,1997,2009,F-C,6-7,250.0,"November 23, 1974",Drexel,https://www.basketball-reference.com/players/r/rosema01.html,rosema01
Rob Rose,1989,1989,G,6-5,180.0,"December 27, 1964",George Mason,https://www.basketball-reference.com/players/r/rosero01.html,rosero01
Petey Rosenberg,1947,1947,G,5-10,165.0,"April 7, 1918",Saint Joseph's,https://www.basketball-reference.com/players/r/rosenpe01.html,rosenpe01
Lennie Rosenbluth,1958,1959,F,6-4,190.0,"January 22, 1933",UNC,https://www.basketball-reference.com/players/r/rosenle01.html,rosenle01
Hank Rosenstein,1947,1947,F,6-4,185.0,"June 16, 1920",City College of New York,https://www.basketball-reference.com/players/r/rosenha01.html,rosenha01
Dick Rosenthal,1955,1957,F-G,6-5,205.0,"January 20, 1930",Notre Dame,https://www.basketball-reference.com/players/r/rosendi01.html,rosendi01
Quinton Ross,2005,2011,G,6-6,195.0,"April 30, 1981",SMU,https://www.basketball-reference.com/players/r/rossqu01.html,rossqu01
Terrence Ross,2013,2020,F-G,6-6,206.0,"February 5, 1991",Washington,https://www.basketball-reference.com/players/r/rosste01.html,rosste01
Doug Roth,1990,1990,C,6-11,255.0,"August 24, 1967",Tennessee,https://www.basketball-reference.com/players/r/rothdo01.html,rothdo01
Scott Roth,1988,1990,F,6-8,212.0,"June 3, 1963",Wisconsin,https://www.basketball-reference.com/players/r/rothsc01.html,rothsc01
Irv Rothenberg,1947,1949,C,6-7,215.0,"December 31, 1921",Long Island University,https://www.basketball-reference.com/players/r/rotheir01.html,rotheir01
Mickey Rottner,1947,1948,G,5-10,180.0,"March 23, 1919",Loyola Chicago,https://www.basketball-reference.com/players/r/rottnmi01.html,rottnmi01
Dan Roundfield,1976,1987,F-C,6-8,205.0,"May 26, 1953",Central Michigan University,https://www.basketball-reference.com/players/r/roundda01.html,roundda01
Giff Roux,1947,1949,F-C,6-5,195.0,"June 28, 1923",Kansas,https://www.basketball-reference.com/players/r/rouxgi01.html,rouxgi01
Ron Rowan,1987,1987,G,6-5,200.0,"April 23, 1962","Notre Dame, St. John's",https://www.basketball-reference.com/players/r/rowanro01.html,rowanro01
Curtis Rowe,1972,1979,F,6-7,225.0,"July 2, 1949",UCLA,https://www.basketball-reference.com/players/r/rowecu01.html,rowecu01
Jim Rowinski,1989,1990,F-C,6-8,250.0,"January 4, 1961",Purdue,https://www.basketball-reference.com/players/r/rowinji01.html,rowinji01
Derrick Rowland,1986,1986,G,6-5,195.0,"June 21, 1959",State University of New York at Potsdam,https://www.basketball-reference.com/players/r/rowlade01.html,rowlade01
Brian Rowsom,1988,1990,F,6-9,220.0,"October 23, 1965",UNC Wilmington,https://www.basketball-reference.com/players/r/rowsobr01.html,rowsobr01
Brandon Roy,2007,2013,G,6-6,215.0,"July 23, 1984",Washington,https://www.basketball-reference.com/players/r/roybr01.html,roybr01
Donald Royal,1990,1998,F,6-8,210.0,"May 22, 1966",Notre Dame,https://www.basketball-reference.com/players/r/royaldo01.html,royaldo01
Reggie Royals,1975,1975,C,6-10,200.0,"September 18, 1950",Florida State,https://www.basketball-reference.com/players/r/royalre01.html,royalre01
Bob Royer,1950,1950,G,5-10,155.0,"October 15, 1927",Indiana State University,https://www.basketball-reference.com/players/r/royerbo01.html,royerbo01
Clifford Rozier,1995,1998,C-F,6-11,245.0,"October 31, 1972","UNC, Louisville",https://www.basketball-reference.com/players/r/roziecl01.html,roziecl01
Terry Rozier,2016,2020,G,6-1,190.0,"March 17, 1994",Louisville,https://www.basketball-reference.com/players/r/roziete01.html,roziete01
Ricky Rubio,2012,2020,G,6-3,190.0,"October 21, 1990",,https://www.basketball-reference.com/players/r/rubiori01.html,rubiori01
Guy Rucker,2003,2003,F-C,6-11,265.0,"July 27, 1977",Iowa,https://www.basketball-reference.com/players/r/ruckegu01.html,ruckegu01
Delaney Rudd,1990,1993,G,6-2,180.0,"November 8, 1962",Wake Forest,https://www.basketball-reference.com/players/r/ruddde01.html,ruddde01
John Rudd,1979,1979,F,6-7,230.0,"August 7, 1955",McNeese State University,https://www.basketball-reference.com/players/r/ruddjo01.html,ruddjo01
Damjan Rudež,2015,2017,F,6-10,228.0,"June 17, 1986",,https://www.basketball-reference.com/players/r/rudezda01.html,rudezda01
John Rudometkin,1963,1965,F,6-6,205.0,"June 6, 1940",USC,https://www.basketball-reference.com/players/r/rudomjo01.html,rudomjo01
Michael Ruffin,2000,2009,F,6-9,246.0,"January 21, 1977",Tulsa,https://www.basketball-reference.com/players/r/ruffimi01.html,ruffimi01
Trevor Ruffin,1995,1996,G,6-1,185.0,"September 26, 1970",Hawaii,https://www.basketball-reference.com/players/r/ruffitr01.html,ruffitr01
Paul Ruffner,1971,1976,C-F,6-10,225.0,"October 15, 1948",BYU,https://www.basketball-reference.com/players/r/ruffnpa01.html,ruffnpa01
Joe Ruklick,1960,1962,F-C,6-9,220.0,"August 3, 1938",Northwestern,https://www.basketball-reference.com/players/r/ruklijo01.html,ruklijo01
Jeff Ruland,1982,1993,C-F,6-10,240.0,"December 16, 1958",Iona College,https://www.basketball-reference.com/players/r/rulanje01.html,rulanje01
Bob Rule,1968,1975,C-F,6-9,220.0,"June 29, 1944",Colorado State,https://www.basketball-reference.com/players/r/rulebo01.html,rulebo01
Jerry Rullo,1947,1950,G,5-10,165.0,"June 23, 1923",Temple,https://www.basketball-reference.com/players/r/rulloje01.html,rulloje01
Stefano Rusconi,1996,1996,C-F,6-9,240.0,"October 2, 1968",,https://www.basketball-reference.com/players/r/ruscost01.html,ruscost01
Brandon Rush,2009,2017,G-F,6-6,220.0,"July 7, 1985",Kansas,https://www.basketball-reference.com/players/r/rushbr01.html,rushbr01
Kareem Rush,2003,2010,G,6-6,215.0,"October 30, 1980",Missouri,https://www.basketball-reference.com/players/r/rushka01.html,rushka01
Bill Russell*,1957,1969,C,6-10,215.0,"February 12, 1934",San Francisco,https://www.basketball-reference.com/players/r/russebi01.html,russebi01
Bryon Russell,1994,2006,F,6-7,225.0,"December 31, 1970",Cal State Long Beach,https://www.basketball-reference.com/players/r/russebr01.html,russebr01
Campy Russell,1975,1985,F,6-8,215.0,"January 12, 1952",Michigan,https://www.basketball-reference.com/players/r/russeca02.html,russeca02
Cazzie Russell,1967,1978,F-G,6-5,218.0,"June 7, 1944",Michigan,https://www.basketball-reference.com/players/r/russeca01.html,russeca01
D'Angelo Russell,2016,2020,G,6-4,193.0,"February 23, 1996",Ohio State,https://www.basketball-reference.com/players/r/russeda01.html,russeda01
Frank Russell,1973,1973,G,6-3,180.0,"April 17, 1949",Detroit Mercy,https://www.basketball-reference.com/players/r/russefr01.html,russefr01
Pierre Russell,1972,1973,F-G,6-4,190.0,"December 13, 1949",Kansas,https://www.basketball-reference.com/players/r/russepi01.html,russepi01
Rubin Russell,1968,1968,G,6-2,180.0,"November 7, 1944",University of North Texas,https://www.basketball-reference.com/players/r/russeru01.html,russeru01
Walker Russell,1983,1988,G,6-5,195.0,"October 26, 1960","Houston, Western Michigan",https://www.basketball-reference.com/players/r/russewa01.html,russewa01
Walker Russell,2012,2012,G,6-0,170.0,"October 6, 1982",Jacksonville State University,https://www.basketball-reference.com/players/r/russewa02.html,russewa02
Arvydas Sabonis*,1996,2003,C,7-3,279.0,"December 19, 1964",,https://www.basketball-reference.com/players/s/sabonar01.html,sabonar01
Domantas Sabonis,2017,2020,F-C,6-11,240.0,"May 3, 1996",Gonzaga,https://www.basketball-reference.com/players/s/sabondo01.html,sabondo01
Robert Sacre,2013,2016,C,7-0,270.0,"June 6, 1989",Gonzaga,https://www.basketball-reference.com/players/s/sacrero01.html,sacrero01
Ed Sadowski,1947,1950,C,6-5,240.0,"July 11, 1917",Seton Hall,https://www.basketball-reference.com/players/s/sadowed01.html,sadowed01
Kenny Sailors,1947,1951,G,5-10,175.0,"January 14, 1921",Wyoming,https://www.basketball-reference.com/players/s/sailoke01.html,sailoke01
John Salley,1987,2000,F-C,6-11,230.0,"May 16, 1964",Georgia Tech,https://www.basketball-reference.com/players/s/sallejo01.html,sallejo01
John Salmons,2003,2015,G,6-7,210.0,"December 12, 1979",Miami (FL),https://www.basketball-reference.com/players/s/salmojo01.html,salmojo01
Al Salvadori,1968,1968,F,6-9,220.0,"May 6, 1945",South Carolina,https://www.basketball-reference.com/players/s/salvaal01.html,salvaal01
Kevin Salvadori,1997,1998,C,7-0,231.0,"December 30, 1970",UNC,https://www.basketball-reference.com/players/s/salvake01.html,salvake01
Soumaila Samake,2001,2003,C,7-0,230.0,"March 18, 1978",,https://www.basketball-reference.com/players/s/samakso01.html,samakso01
Luka Šamanić,2020,2020,F,6-10,227.0,"January 9, 2000",,https://www.basketball-reference.com/players/s/samanlu01.html,samanlu01
Cheikh Samb,2008,2009,C,7-1,245.0,"October 22, 1984",,https://www.basketball-reference.com/players/s/sambch01.html,sambch01
Brandon Sampson,2019,2019,G,6-5,184.0,"May 1, 1997",LSU,https://www.basketball-reference.com/players/s/sampsbr01.html,sampsbr01
JaKarr Sampson,2015,2020,G-F,6-7,214.0,"March 20, 1993",St. John's,https://www.basketball-reference.com/players/s/sampsja02.html,sampsja02
Jamal Sampson,2003,2007,F-C,6-11,235.0,"May 15, 1983",California,https://www.basketball-reference.com/players/s/sampsja01.html,sampsja01
Ralph Sampson*,1984,1992,C-F,7-4,228.0,"July 7, 1960",Virginia,https://www.basketball-reference.com/players/s/sampsra01.html,sampsra01
Samardo Samuels,2011,2013,F,6-9,260.0,"January 9, 1989",Louisville,https://www.basketball-reference.com/players/s/samuesa01.html,samuesa01
Pepe Sánchez,2001,2003,G,6-4,195.0,"May 8, 1977",Temple,https://www.basketball-reference.com/players/s/sanchpe01.html,sanchpe01
Al Sanders,1973,1973,F,6-7,240.0,"January 1, 1950",LSU,https://www.basketball-reference.com/players/s/sandeal01.html,sandeal01
Frankie Sanders,1979,1981,F-G,6-6,200.0,"January 23, 1957",Southern University and A&M College,https://www.basketball-reference.com/players/s/sandefr01.html,sandefr01
Jeff Sanders,1990,1993,F,6-8,225.0,"January 14, 1966",Georgia Southern University,https://www.basketball-reference.com/players/s/sandeje01.html,sandeje01
Larry Sanders,2011,2017,C-F,6-11,235.0,"November 21, 1988",VCU,https://www.basketball-reference.com/players/s/sandela01.html,sandela01
Melvin Sanders,2006,2006,G-F,6-5,210.0,"January 3, 1981","Seward County Community College, Oklahoma State",https://www.basketball-reference.com/players/s/sandeme01.html,sandeme01
Mike Sanders,1983,1993,F-G,6-6,210.0,"May 7, 1960",UCLA,https://www.basketball-reference.com/players/s/sandemi01.html,sandemi01
Tom Sanders*,1961,1973,F,6-6,210.0,"November 8, 1938",NYU,https://www.basketball-reference.com/players/s/sandeto01.html,sandeto01
Ron Sanford,1972,1972,F,6-9,215.0,"June 11, 1946",New Mexico,https://www.basketball-reference.com/players/s/sanforo01.html,sanforo01
Daniel Santiago,2001,2005,C,7-1,256.0,"June 24, 1976","New Mexico, Saint Vincent College",https://www.basketball-reference.com/players/s/santida01.html,santida01
Bob Santini,1956,1956,F,6-5,190.0,"February 17, 1935",Iona College,https://www.basketball-reference.com/players/s/santibo01.html,santibo01
Wayne Sappleton,1985,1985,F,6-9,215.0,"November 17, 1960",Loyola Chicago,https://www.basketball-reference.com/players/s/sapplwa01.html,sapplwa01
Dario Šarić,2017,2020,F,6-10,225.0,"April 8, 1994",,https://www.basketball-reference.com/players/s/saricda01.html,saricda01
Jason Sasser,1997,1999,F,6-7,225.0,"January 13, 1974",Texas Tech,https://www.basketball-reference.com/players/s/sasseja01.html,sasseja01
Jeryl Sasser,2002,2003,G,6-6,200.0,"February 13, 1979",SMU,https://www.basketball-reference.com/players/s/sasseje01.html,sasseje01
Tomáš Satoranský,2017,2020,G,6-7,210.0,"October 30, 1991",,https://www.basketball-reference.com/players/s/satorto01.html,satorto01
Kenny Satterfield,2002,2003,G,6-2,186.0,"April 10, 1981",Cincinnati,https://www.basketball-reference.com/players/s/satteke01.html,satteke01
Pep Saul,1950,1955,G-F,6-2,185.0,"February 16, 1924",Seton Hall,https://www.basketball-reference.com/players/s/saulpe01.html,saulpe01
Woody Sauldsberry,1958,1966,F-C,6-7,220.0,"July 11, 1934",Texas Southern,https://www.basketball-reference.com/players/s/sauldwo01.html,sauldwo01
Glynn Saulters,1969,1969,G,6-2,175.0,"February 10, 1945",Louisiana-Monroe,https://www.basketball-reference.com/players/s/saultgl01.html,saultgl01
Fred Saunders,1975,1978,F,6-7,210.0,"June 13, 1951",Syracuse,https://www.basketball-reference.com/players/s/saundfr01.html,saundfr01
Don Savage,1952,1957,F-G,6-3,205.0,"April 9, 1928",LeMoyne College,https://www.basketball-reference.com/players/s/savagdo01.html,savagdo01
Predrag Savović,2003,2003,G,6-6,225.0,"May 21, 1976","UAB, Hawaii",https://www.basketball-reference.com/players/s/savovpr01.html,savovpr01
Alan Sawyer,1951,1951,F,6-5,195.0,"January 1, 1928",UCLA,https://www.basketball-reference.com/players/s/sawyeal01.html,sawyeal01
Brian Scalabrine,2002,2012,F,6-9,241.0,"March 18, 1978",USC,https://www.basketball-reference.com/players/s/scalabr01.html,scalabr01
Alex Scales,2006,2006,G,6-4,185.0,"July 3, 1978",Oregon,https://www.basketball-reference.com/players/s/scaleal01.html,scaleal01
DeWayne Scales,1981,1984,F,6-8,208.0,"December 28, 1958",LSU,https://www.basketball-reference.com/players/s/scalede01.html,scalede01
Frank Schade,1973,1973,G,6-1,170.0,"January 22, 1950",University of Wisconsin-Eau Claire,https://www.basketball-reference.com/players/s/schadfr01.html,schadfr01
